Date,Retail_Department,Service_Type,Region,Usage_Units,Cost_INR
2025-03-25,Home,Storage,East,772.0,4190.0
2025-03-25,Grocery,Logging,West,280.0,780.0
2025-03-25,Home,Network,South,794.0,2880.0
2025-03-25,Grocery,Monitoring,East,601.0,3992.0
2025-03-25,Electronics,Network,East,963.0,3933.0
2025-03-25,Pharmacy,Storage,Central,574.0,3219.0
2025-03-25,Grocery,AI/ML,Central,77.0,14031.0
2025-03-25,Home,Compute,South,752.0,23385.0
2025-03-25,Sports,Network,Central,438.0,1507.0
2025-03-25,Electronics,Network,West,225.0,971.0
2025-03-26,Grocery,Database,Central,242.0,11282.0
2025-03-26,Electronics,Compute,East,248.0,9442.0
2025-03-26,Grocery,Compute,East,904.0,29559.0
2025-03-26,Electronics,Compute,East,571.0,22708.0
2025-03-26,Grocery,CDN,South,626.0,2864.0
2025-03-26,Grocery,Compute,East,352.0,10525.0
2025-03-26,Electronics,Network,West,947.0,4254.0
2025-03-26,Electronics,Logging,East,503.0,1412.0
2025-03-26,Beauty,CDN,Central,481.0,2609.0
2025-03-26,Grocery,Storage,North,883.0,5732.0
2025-03-26,Grocery,Compute,South,2221.0,66718.0
2025-03-27,Pharmacy,Database,West,492.0,29651.0
2025-03-27,Home,AI/ML,East,114.0,26558.0
2025-03-27,Home,Monitoring,North,930.0,7119.0
2025-03-27,Fashion,Network,West,2014.0,7164.0
2025-03-27,Fashion,Database,North,309.0,19668.0
2025-03-27,Home,Compute,North,297.0,9231.0
2025-03-27,Home,Logging,West,217.0,642.0
2025-03-27,Electronics,Database,South,400.0,23482.0
2025-03-27,Grocery,Compute,North,717.0,21811.0
2025-03-27,Home,Network,South,842.0,3134.0
2025-03-27,Grocery,Database,South,224.0,12356.0
2025-03-27,Toys,CDN,East,645.0,2924.0
2025-03-27,Sports,Compute,West,821.0,23774.0
2025-03-27,Grocery,Database,East,195.0,10579.0
2025-03-27,Fashion,Database,South,359.0,19344.0
2025-03-27,Sports,Database,North,263.0,11096.0
2025-03-27,Sports,Database,North,429.0,21686.0
2025-03-28,Grocery,Database,West,276.0,15357.0
2025-03-28,Grocery,Database,East,314.0,15600.0
2025-03-28,Grocery,Storage,West,984.0,5372.0
2025-03-28,Fashion,Compute,Central,136.0,3601.0
2025-03-28,Sports,Network,North,718.0,3175.0
2025-03-29,Fashion,CDN,North,381.0,1665.0
2025-03-29,Electronics,Database,Central,251.0,13499.0
2025-03-29,Toys,Database,West,300.0,17534.0
2025-03-29,Grocery,Storage,West,1141.0,7147.0
2025-03-29,Beauty,Monitoring,East,735.0,6676.0
2025-03-29,Home,Network,South,632.0,2057.0
2025-03-29,Electronics,Storage,West,622.0,4134.0
2025-03-29,Fashion,Storage,South,1825.0,10290.0
2025-03-29,Home,Monitoring,North,418.0,3034.0
2025-03-29,Toys,Compute,South,194.0,5392.0
2025-03-30,Toys,AI/ML,South,226.0,46337.0
2025-03-30,Fashion,Compute,Central,318.0,10199.0
2025-03-30,Pharmacy,Monitoring,West,908.0,6591.0
2025-03-30,Home,Storage,South,672.0,3780.0
2025-03-30,Toys,Storage,North,625.0,4200.0
2025-03-30,Electronics,Storage,Central,459.0,10235.0
2025-03-30,Electronics,Monitoring,South,747.0,6138.0
2025-03-30,Home,Database,West,178.0,10170.0
2025-03-30,Fashion,Compute,West,399.0,14781.0
2025-03-30,Grocery,Storage,East,835.0,5602.0
2025-03-30,Electronics,Storage,South,1509.0,8064.0
2025-03-30,Home,Compute,West,552.0,15002.0
2025-03-30,Electronics,Database,West,1316.0,76222.0
2025-03-30,Grocery,Logging,East,275.0,772.0
2025-03-30,Sports,Compute,South,553.0,18435.0
2025-03-31,Sports,Network,Central,915.0,4136.0
2025-03-31,Grocery,Compute,North,1407.0,53599.0
2025-03-31,Home,AI/ML,Central,159.0,33838.0
2025-03-31,Electronics,AI/ML,East,86.0,16495.0
2025-03-31,Sports,AI/ML,West,149.0,32522.0
2025-03-31,Pharmacy,Storage,Central,1318.0,7161.0
2025-03-31,Toys,Storage,East,486.0,2787.0
2025-04-01,Electronics,Storage,West,1149.0,7737.0
2025-04-01,Home,Storage,North,1375.0,7163.0
2025-04-01,Grocery,Compute,East,586.0,16811.0
2025-04-01,Electronics,Logging,Central,525.0,6361.0
2025-04-01,Grocery,Storage,Central,1323.0,8300.0
2025-04-01,Sports,Database,East,837.0,45146.0
2025-04-01,Grocery,Storage,North,3637.0,22366.0
2025-04-01,Beauty,Compute,West,543.0,15223.0
2025-04-01,Pharmacy,Storage,North,443.0,2853.0
2025-04-01,Grocery,Monitoring,East,1156.0,10779.0
2025-04-01,Home,Database,Central,132.0,7420.0
2025-04-01,Sports,Compute,South,659.0,18550.0
2025-04-01,Home,Storage,South,654.0,3652.0
2025-04-01,Pharmacy,Monitoring,West,416.0,3551.0
2025-04-01,Beauty,Compute,North,788.0,22980.0
2025-04-01,Electronics,Storage,West,1510.0,9475.0
2025-04-01,Pharmacy,Database,West,764.0,48736.0
2025-04-02,Sports,Monitoring,South,404.0,3339.0
2025-04-02,Fashion,Network,Central,408.0,1502.0
2025-04-02,Home,Logging,South,1094.0,3369.0
2025-04-02,Grocery,Storage,West,1186.0,7854.0
2025-04-02,Pharmacy,Storage,Central,1009.0,5917.0
2025-04-02,Beauty,Storage,East,505.0,3329.0
2025-04-02,Fashion,Database,East,553.0,27981.0
2025-04-02,Beauty,Monitoring,West,2267.0,18426.0
2025-04-02,Toys,Compute,West,443.0,12176.0
2025-04-02,Fashion,AI/ML,West,126.0,22099.0
2025-04-02,Grocery,Logging,Central,654.0,2350.0
2025-04-02,Grocery,Logging,North,753.0,2310.0
2025-04-02,Fashion,Compute,North,840.0,30668.0
2025-04-02,Grocery,Database,North,583.0,33038.0
2025-04-02,Home,Logging,South,468.0,1402.0
2025-04-02,Fashion,Compute,East,1468.0,51461.0
2025-04-03,Beauty,Compute,East,597.0,19014.0
2025-04-03,Home,Compute,East,383.0,10814.0
2025-04-03,Beauty,Logging,South,667.0,2174.0
2025-04-03,Grocery,Storage,Central,1526.0,11358.0
2025-04-03,Electronics,Logging,North,235.0,739.0
2025-04-03,Beauty,Compute,Central,609.0,20298.0
2025-04-03,Electronics,Compute,Central,738.0,22822.0
2025-04-03,Pharmacy,Monitoring,West,440.0,3492.0
2025-04-03,Grocery,Database,North,325.0,17436.0
2025-04-03,Pharmacy,Network,Central,159.0,570.0
2025-04-03,Pharmacy,CDN,North,677.0,3784.0
2025-04-03,Grocery,Network,West,2240.0,10998.0
2025-04-03,Home,Compute,North,501.0,18468.0
2025-04-03,Home,Logging,North,291.0,955.0
2025-04-03,Toys,Network,South,2012.0,8634.0
2025-04-03,Home,AI/ML,West,170.0,36200.0
2025-04-03,Electronics,Compute,North,341.0,8655.0
2025-04-03,Pharmacy,CDN,East,345.0,1713.0
2025-04-04,Pharmacy,Compute,South,431.0,16338.0
2025-04-04,Pharmacy,AI/ML,North,305.0,60609.0
2025-04-04,Toys,Logging,Central,422.0,1204.0
2025-04-04,Fashion,Storage,South,1609.0,8331.0
2025-04-04,Fashion,Database,North,424.0,19208.0
2025-04-04,Fashion,Compute,South,334.0,12107.0
2025-04-04,Grocery,Network,East,643.0,2090.0
2025-04-04,Home,AI/ML,East,282.0,59107.0
2025-04-04,Pharmacy,Storage,East,478.0,3081.0
2025-04-04,Pharmacy,Compute,South,358.0,12919.0
2025-04-04,Grocery,Database,South,465.0,26752.0
2025-04-04,Sports,Compute,North,607.0,20532.0
2025-04-04,Fashion,Storage,North,990.0,6968.0
2025-04-05,Grocery,Compute,West,329.0,9564.0
2025-04-05,Pharmacy,Network,West,333.0,1551.0
2025-04-05,Fashion,Compute,East,758.0,27091.0
2025-04-05,Sports,Logging,South,1517.0,4697.0
2025-04-05,Grocery,Compute,East,754.0,28064.0
2025-04-05,Home,Logging,North,453.0,1408.0
2025-04-05,Home,Compute,East,804.0,25652.0
2025-04-05,Beauty,AI/ML,South,379.0,85248.0
2025-04-05,Beauty,Compute,South,1771.0,50800.0
2025-04-05,Electronics,Compute,Central,1324.0,46698.0
2025-04-06,Electronics,Compute,North,270.0,7784.0
2025-04-06,Electronics,Compute,West,162.0,5040.0
2025-04-06,Sports,Database,South,339.0,19580.0
2025-04-06,Electronics,Compute,South,1764.0,59924.0
2025-04-06,Electronics,Database,Central,392.0,22176.0
2025-04-06,Sports,Network,West,2964.0,7593.0
2025-04-06,Home,Compute,Central,430.0,11679.0
2025-04-06,Grocery,CDN,East,820.0,5086.0
2025-04-06,Fashion,Monitoring,South,941.0,9284.0
2025-04-06,Toys,Compute,Central,1169.0,38262.0
2025-04-06,Sports,Network,West,304.0,1000.0
2025-04-06,Sports,Storage,West,1694.0,9554.0
2025-04-06,Home,CDN,North,2011.0,8813.0
2025-04-06,Beauty,AI/ML,Central,158.0,36019.0
2025-04-06,Pharmacy,Compute,East,680.0,22093.0
2025-04-07,Fashion,Storage,South,853.0,4878.0
2025-04-07,Electronics,AI/ML,South,476.0,105409.0
2025-04-07,Grocery,Compute,South,436.0,13392.0
2025-04-07,Pharmacy,Compute,East,144.0,5583.0
2025-04-07,Toys,Storage,North,704.0,4173.0
2025-04-07,Home,Network,West,486.0,1992.0
2025-04-07,Electronics,Database,North,159.0,9025.0
2025-04-07,Fashion,Logging,South,327.0,843.0
2025-04-07,Grocery,Logging,South,428.0,1225.0
2025-04-07,Beauty,Storage,South,383.0,2459.0
2025-04-07,Fashion,CDN,North,1039.0,6415.0
2025-04-07,Electronics,Monitoring,West,269.0,2076.0
2025-04-07,Toys,Compute,Central,349.0,12236.0
2025-04-08,Pharmacy,Logging,West,674.0,2518.0
2025-04-08,Grocery,Monitoring,North,149.0,1338.0
2025-04-08,Electronics,CDN,West,416.0,2316.0
2025-04-08,Sports,Database,South,1206.0,65716.0
2025-04-08,Fashion,Database,East,119.0,5755.0
2025-04-08,Beauty,Storage,East,723.0,4476.0
2025-04-08,Pharmacy,Storage,East,631.0,3570.0
2025-04-08,Toys,Database,North,276.0,11818.0
2025-04-08,Grocery,Compute,South,1052.0,27006.0
2025-04-08,Toys,Database,East,1315.0,75544.0
2025-04-08,Fashion,Logging,South,589.0,1868.0
2025-04-08,Fashion,Database,North,492.0,26826.0
2025-04-09,Electronics,Compute,Central,549.0,17941.0
2025-04-09,Fashion,Compute,East,763.0,32450.0
2025-04-09,Beauty,Database,West,154.0,9572.0
2025-04-09,Beauty,Compute,Central,408.0,11579.0
2025-04-09,Fashion,Storage,South,574.0,4061.0
2025-04-09,Grocery,Network,West,719.0,2849.0
2025-04-09,Home,Storage,East,594.0,3725.0
2025-04-09,Pharmacy,AI/ML,East,111.0,26159.0
2025-04-09,Fashion,Network,West,371.0,1347.0
2025-04-09,Home,Network,South,556.0,2082.0
2025-04-09,Sports,Compute,North,249.0,6402.0
2025-04-09,Grocery,Database,East,453.0,25444.0
2025-04-09,Beauty,Network,West,2209.0,7302.0
2025-04-09,Beauty,Compute,East,783.0,27023.0
2025-04-10,Fashion,Compute,East,1133.0,38713.0
2025-04-10,Fashion,Compute,East,1021.0,28728.0
2025-04-10,Electronics,Database,Central,240.0,10367.0
2025-04-10,Electronics,Logging,Central,409.0,1286.0
2025-04-10,Pharmacy,Storage,East,999.0,5819.0
2025-04-10,Grocery,Network,West,729.0,2866.0
2025-04-10,Fashion,AI/ML,East,230.0,40510.0
2025-04-10,Home,Logging,Central,587.0,1742.0
2025-04-10,Beauty,Compute,South,307.0,11458.0
2025-04-10,Home,Storage,South,657.0,4517.0
2025-04-10,Pharmacy,Compute,North,420.0,13171.0
2025-04-10,Pharmacy,Storage,West,441.0,2147.0
2025-04-10,Fashion,Database,North,1252.0,427862.0
2025-04-10,Pharmacy,Database,West,1378.0,74920.0
2025-04-10,Toys,Storage,South,554.0,2945.0
2025-04-10,Grocery,Database,South,197.0,11065.0
2025-04-10,Electronics,Compute,South,721.0,23756.0
2025-04-11,Grocery,Network,East,526.0,1892.0
2025-04-11,Beauty,Compute,West,1256.0,36721.0
2025-04-11,Electronics,Compute,West,1013.0,31007.0
2025-04-11,Grocery,Storage,Central,1805.0,10338.0
2025-04-11,Electronics,Storage,South,1489.0,8180.0
2025-04-11,Fashion,Database,North,369.0,19475.0
2025-04-11,Home,Network,South,490.0,1903.0
2025-04-11,Home,Network,South,955.0,3305.0
2025-04-11,Grocery,Storage,West,2307.0,15457.0
2025-04-11,Electronics,CDN,West,657.0,2905.0
2025-04-11,Sports,Storage,West,1163.0,6101.0
2025-04-11,Fashion,Logging,East,767.0,2375.0
2025-04-11,Sports,Storage,Central,1129.0,6731.0
2025-04-11,Grocery,Network,South,657.0,3022.0
2025-04-11,Home,AI/ML,East,238.0,50310.0
2025-04-11,Fashion,Storage,Central,1045.0,6472.0
2025-04-11,Sports,Storage,North,864.0,3967.0
2025-04-11,Home,Storage,Central,280.0,2076.0
2025-04-12,Pharmacy,Storage,South,1281.0,8804.0
2025-04-12,Grocery,Compute,East,449.0,13272.0
2025-04-12,Electronics,Compute,Central,324.0,10967.0
2025-04-12,Pharmacy,Compute,West,1048.0,34337.0
2025-04-12,Grocery,Network,East,1514.0,5449.0
2025-04-12,Grocery,Logging,South,524.0,1281.0
2025-04-12,Electronics,CDN,West,636.0,3380.0
2025-04-12,Toys,Storage,South,1042.0,27900.0
2025-04-12,Fashion,Compute,West,434.0,14863.0
2025-04-12,Beauty,Logging,South,605.0,1727.0
2025-04-12,Fashion,Logging,South,263.0,816.0
2025-04-12,Beauty,Compute,Central,165.0,4902.0
2025-04-12,Sports,CDN,North,356.0,1989.0
2025-04-12,Sports,Storage,South,456.0,2412.0
2025-04-12,Electronics,Storage,North,1280.0,7033.0
2025-04-13,Fashion,Database,East,217.0,10283.0
2025-04-13,Pharmacy,Compute,South,208.0,5605.0
2025-04-13,Grocery,Database,North,804.0,44755.0
2025-04-13,Beauty,Monitoring,East,521.0,19190.0
2025-04-13,Pharmacy,CDN,North,552.0,2517.0
2025-04-13,Grocery,CDN,West,425.0,11450.0
2025-04-13,Home,AI/ML,South,183.0,44152.0
2025-04-13,Fashion,Database,South,403.0,23139.0
2025-04-13,Fashion,Compute,South,574.0,20895.0
2025-04-13,Electronics,Compute,South,552.0,16496.0
2025-04-13,Beauty,Network,South,910.0,3329.0
2025-04-13,Beauty,Database,Central,731.0,43712.0
2025-04-13,Toys,AI/ML,West,237.0,46900.0
2025-04-14,Fashion,Compute,East,467.0,13327.0
2025-04-14,Grocery,Compute,South,685.0,21836.0
2025-04-14,Electronics,Storage,Central,1112.0,7291.0
2025-04-14,Home,AI/ML,West,62.0,12920.0
2025-04-14,Pharmacy,Compute,Central,2716.0,70401.0
2025-04-14,Grocery,Storage,East,1127.0,5752.0
2025-04-14,Fashion,Compute,West,336.0,13122.0
2025-04-14,Sports,Compute,South,1153.0,33910.0
2025-04-14,Fashion,Storage,South,356.0,2334.0
2025-04-14,Electronics,Compute,North,806.0,27501.0
2025-04-14,Fashion,Compute,South,3983.0,103552.0
2025-04-14,Grocery,Network,West,1185.0,4736.0
2025-04-14,Pharmacy,Monitoring,West,301.0,2283.0
2025-04-14,Grocery,Storage,South,2125.0,12738.0
2025-04-15,Electronics,Storage,North,930.0,5548.0
2025-04-15,Beauty,Network,West,4179.0,16288.0
2025-04-15,Fashion,Compute,South,672.0,23989.0
2025-04-15,Toys,CDN,East,663.0,2482.0
2025-04-15,Home,Database,North,179.0,10007.0
2025-04-15,Pharmacy,Compute,West,619.0,17125.0
2025-04-15,Electronics,Storage,East,1326.0,8115.0
2025-04-15,Sports,AI/ML,South,168.0,42915.0
2025-04-15,Grocery,Storage,South,623.0,14441.0
2025-04-15,Home,Network,North,565.0,2959.0
2025-04-15,Grocery,CDN,West,1205.0,5344.0
2025-04-15,Home,Storage,North,513.0,3374.0
2025-04-15,Fashion,Compute,North,639.0,23290.0
2025-04-16,Beauty,Network,Central,601.0,2605.0
2025-04-16,Toys,Network,South,854.0,2764.0
2025-04-16,Pharmacy,AI/ML,West,120.0,21452.0
2025-04-16,Toys,Storage,South,1024.0,6089.0
2025-04-16,Grocery,Compute,North,594.0,17889.0
2025-04-16,Grocery,Storage,South,463.0,3255.0
2025-04-16,Electronics,Network,Central,744.0,3439.0
2025-04-16,Toys,AI/ML,East,57.0,9519.0
2025-04-16,Fashion,Compute,East,93.0,2348.0
2025-04-16,Electronics,Storage,Central,718.0,3579.0
2025-04-16,Electronics,AI/ML,West,62.0,12787.0
2025-04-16,Grocery,Database,East,542.0,32315.0
2025-04-16,Beauty,Monitoring,East,692.0,4988.0
2025-04-16,Grocery,CDN,East,444.0,2287.0
2025-04-16,Sports,Storage,North,1463.0,6719.0
2025-04-16,Fashion,Compute,West,216.0,5606.0
2025-04-16,Pharmacy,Network,East,340.0,1023.0
2025-04-16,Sports,Compute,Central,1228.0,46672.0
2025-04-16,Home,Database,Central,2174.0,450012.0
2025-04-16,Grocery,Logging,West,1217.0,3651.0
2025-04-16,Grocery,AI/ML,West,129.0,26233.0
2025-04-16,Electronics,Storage,North,1361.0,7898.0
2025-04-17,Electronics,Compute,North,611.0,24876.0
2025-04-17,Fashion,Database,West,380.0,21692.0
2025-04-17,Grocery,Database,Central,441.0,21425.0
2025-04-17,Fashion,CDN,West,1111.0,5722.0
2025-04-17,Grocery,AI/ML,North,306.0,56829.0
2025-04-17,Fashion,Compute,West,504.0,16256.0
2025-04-17,Home,Database,West,794.0,43425.0
2025-04-17,Fashion,Compute,East,989.0,28992.0
2025-04-17,Electronics,Storage,East,1764.0,12779.0
2025-04-17,Electronics,Compute,East,583.0,20372.0
2025-04-18,Home,Database,West,340.0,22136.0
2025-04-18,Fashion,Compute,South,1453.0,40885.0
2025-04-18,Sports,Database,North,279.0,12868.0
2025-04-18,Fashion,Storage,North,1887.0,12459.0
2025-04-18,Home,Network,South,476.0,1720.0
2025-04-18,Toys,Compute,Central,723.0,24856.0
2025-04-18,Sports,Database,South,693.0,40985.0
2025-04-18,Toys,Monitoring,East,171.0,1183.0
2025-04-18,Pharmacy,AI/ML,West,97.0,18313.0
2025-04-19,Fashion,Monitoring,North,644.0,5054.0
2025-04-19,Sports,Storage,West,3447.0,22979.0
2025-04-19,Toys,Network,North,401.0,1775.0
2025-04-19,Electronics,Compute,East,1051.0,37846.0
2025-04-19,Grocery,Network,North,737.0,3657.0
2025-04-19,Beauty,Compute,North,1115.0,39729.0
2025-04-19,Sports,Monitoring,East,153.0,1302.0
2025-04-19,Electronics,Database,North,245.0,13582.0
2025-04-19,Electronics,Storage,West,3406.0,19311.0
2025-04-19,Sports,Compute,West,262.0,9853.0
2025-04-19,Electronics,Storage,East,594.0,3918.0
2025-04-19,Electronics,AI/ML,West,148.0,28859.0
2025-04-19,Home,Compute,South,458.0,11971.0
2025-04-19,Grocery,Compute,East,822.0,31639.0
2025-04-19,Grocery,Storage,South,866.0,4540.0
2025-04-19,Home,Database,South,370.0,20692.0
2025-04-19,Grocery,Network,Central,1157.0,4573.0
2025-04-19,Home,Compute,Central,851.0,18449.0
2025-04-19,Grocery,Database,East,336.0,15865.0
2025-04-20,Pharmacy,Compute,West,1958.0,52568.0
2025-04-20,Electronics,Network,West,899.0,14353.0
2025-04-20,Pharmacy,Network,North,896.0,4626.0
2025-04-20,Fashion,Network,South,672.0,2622.0
2025-04-20,Pharmacy,Monitoring,East,356.0,2752.0
2025-04-20,Electronics,Monitoring,West,457.0,4257.0
2025-04-20,Electronics,Network,South,1160.0,4556.0
2025-04-20,Sports,CDN,West,628.0,3262.0
2025-04-20,Sports,Network,South,490.0,1931.0
2025-04-20,Grocery,Network,East,469.0,2182.0
2025-04-20,Fashion,Network,South,170.0,784.0
2025-04-20,Electronics,Monitoring,Central,1029.0,8329.0
2025-04-21,Home,Monitoring,West,576.0,4617.0
2025-04-21,Grocery,Database,South,489.0,30400.0
2025-04-21,Pharmacy,Network,East,1314.0,4390.0
2025-04-21,Electronics,Compute,East,1313.0,55426.0
2025-04-21,Grocery,Network,South,650.0,2648.0
2025-04-21,Fashion,Compute,South,1447.0,58596.0
2025-04-21,Home,Storage,South,1417.0,9346.0
2025-04-21,Fashion,Compute,West,672.0,19875.0
2025-04-21,Electronics,Monitoring,South,698.0,6658.0
2025-04-21,Sports,Database,West,151.0,8393.0
2025-04-22,Sports,Compute,South,224.0,6412.0
2025-04-22,Home,Compute,North,1062.0,29858.0
2025-04-22,Home,Storage,East,1000.0,5826.0
2025-04-22,Electronics,Storage,East,754.0,4094.0
2025-04-22,Electronics,Storage,South,1618.0,6612.0
2025-04-22,Home,Storage,North,765.0,3711.0
2025-04-22,Electronics,Storage,West,283.0,1968.0
2025-04-22,Home,Logging,West,234.0,647.0
2025-04-22,Toys,Compute,North,688.0,16169.0
2025-04-22,Electronics,Network,South,791.0,3118.0
2025-04-22,Sports,Storage,North,967.0,6938.0
2025-04-22,Grocery,Logging,East,1048.0,3229.0
2025-04-23,Beauty,Database,Central,384.0,23557.0
2025-04-23,Home,Logging,Central,360.0,954.0
2025-04-23,Beauty,Monitoring,Central,679.0,5848.0
2025-04-23,Toys,Storage,East,1224.0,7290.0
2025-04-23,Grocery,Storage,West,449.0,2165.0
2025-04-23,Sports,Network,West,566.0,1987.0
2025-04-23,Toys,Database,North,501.0,29005.0
2025-04-23,Electronics,Network,North,520.0,2304.0
2025-04-23,Fashion,Compute,South,668.0,23368.0
2025-04-23,Beauty,AI/ML,South,81.0,18133.0
2025-04-23,Grocery,Storage,West,717.0,4411.0
2025-04-23,Toys,Storage,South,725.0,4352.0
2025-04-23,Sports,Compute,Central,467.0,14682.0
2025-04-24,Fashion,Database,Central,1286.0,80888.0
2025-04-24,Toys,Database,North,754.0,37005.0
2025-04-24,Sports,Compute,Central,1312.0,44295.0
2025-04-24,Fashion,AI/ML,East,277.0,55590.0
2025-04-24,Fashion,Logging,South,415.0,1174.0
2025-04-24,Grocery,Database,South,334.0,16035.0
2025-04-24,Electronics,Compute,South,256.0,9475.0
2025-04-24,Fashion,Database,North,171.0,10777.0
2025-04-24,Toys,Network,East,1663.0,7165.0
2025-04-24,Grocery,Storage,North,711.0,4504.0
2025-04-24,Sports,Monitoring,West,1161.0,8845.0
2025-04-24,Electronics,Database,Central,659.0,42525.0
2025-04-24,Grocery,AI/ML,East,648.0,151851.0
2025-04-24,Sports,Storage,Central,1150.0,8251.0
2025-04-24,Home,Network,North,475.0,1932.0
2025-04-25,Fashion,Storage,East,1664.0,55490.0
2025-04-25,Fashion,Compute,West,696.0,20727.0
2025-04-25,Toys,Compute,South,1028.0,34419.0
2025-04-25,Pharmacy,Compute,East,991.0,32996.0
2025-04-25,Electronics,Compute,East,620.0,19587.0
2025-04-25,Electronics,Monitoring,Central,103.0,855.0
2025-04-25,Grocery,CDN,North,295.0,1333.0
2025-04-25,Sports,Network,North,1653.0,6888.0
2025-04-25,Fashion,Compute,South,742.0,23208.0
2025-04-25,Electronics,Compute,Central,670.0,17856.0
2025-04-25,Grocery,Compute,South,427.0,13893.0
2025-04-25,Electronics,Storage,Central,1785.0,9299.0
2025-04-25,Home,Database,West,122.0,6366.0
2025-04-25,Toys,Compute,North,1964.0,62066.0
2025-04-25,Electronics,CDN,West,1402.0,6182.0
2025-04-25,Grocery,CDN,West,1557.0,8124.0
2025-04-25,Electronics,Compute,South,465.0,16945.0
2025-04-26,Beauty,Storage,West,1342.0,8411.0
2025-04-26,Fashion,Compute,East,1251.0,33413.0
2025-04-26,Pharmacy,Network,West,1553.0,6606.0
2025-04-26,Fashion,Storage,South,628.0,3702.0
2025-04-26,Fashion,Logging,South,919.0,3462.0
2025-04-26,Beauty,Compute,East,751.0,27195.0
2025-04-26,Beauty,Database,East,111.0,6654.0
2025-04-26,Pharmacy,Database,North,235.0,11139.0
2025-04-26,Sports,AI/ML,South,101.0,19419.0
2025-04-26,Grocery,Compute,North,604.0,18247.0
2025-04-26,Grocery,CDN,West,2199.0,57844.0
2025-04-26,Toys,Monitoring,South,371.0,3084.0
2025-04-26,Grocery,Logging,South,1314.0,2402.0
2025-04-26,Sports,Compute,East,1227.0,39485.0
2025-04-26,Fashion,Network,South,1049.0,3611.0
2025-04-26,Grocery,Compute,East,1101.0,34099.0
2025-04-26,Home,Network,South,1335.0,4944.0
2025-04-26,Sports,Network,Central,1125.0,18739.0
2025-04-26,Home,Database,East,343.0,22567.0
2025-04-26,Grocery,Logging,West,1005.0,3380.0
2025-04-27,Electronics,Compute,South,272.0,28262.0
2025-04-27,Pharmacy,CDN,North,684.0,2835.0
2025-04-27,Pharmacy,Network,East,920.0,3971.0
2025-04-27,Fashion,Compute,North,411.0,12961.0
2025-04-27,Beauty,AI/ML,Central,389.0,67131.0
2025-04-27,Fashion,Logging,North,1882.0,5844.0
2025-04-27,Grocery,Logging,North,669.0,2432.0
2025-04-27,Electronics,Monitoring,Central,493.0,3601.0
2025-04-27,Fashion,Storage,South,891.0,4657.0
2025-04-27,Electronics,Network,Central,771.0,3383.0
2025-04-27,Home,Compute,West,204.0,6342.0
2025-04-27,Home,AI/ML,West,152.0,37817.0
2025-04-27,Grocery,Monitoring,West,674.0,6751.0
2025-04-27,Grocery,Storage,Central,361.0,1591.0
2025-04-27,Home,Network,East,964.0,3491.0
2025-04-27,Grocery,Compute,South,341.0,11139.0
2025-04-27,Fashion,Database,Central,612.0,33583.0
2025-04-27,Grocery,Compute,Central,685.0,23116.0
2025-04-28,Fashion,Database,East,1277.0,69881.0
2025-04-28,Grocery,Network,East,281.0,1155.0
2025-04-28,Electronics,Network,Central,522.0,2245.0
2025-04-28,Home,Compute,North,990.0,28386.0
2025-04-28,Grocery,Network,South,885.0,4169.0
2025-04-28,Home,Compute,South,1778.0,51402.0
2025-04-28,Grocery,Monitoring,North,1608.0,11602.0
2025-04-28,Fashion,Logging,South,277.0,893.0
2025-04-28,Grocery,Compute,North,555.0,18087.0
2025-04-28,Grocery,Storage,Central,446.0,2805.0
2025-04-28,Pharmacy,Storage,South,603.0,3476.0
2025-04-28,Grocery,Database,North,996.0,45336.0
2025-04-28,Grocery,Compute,North,247.0,9627.0
2025-04-28,Grocery,Network,Central,704.0,2729.0
2025-04-28,Pharmacy,Logging,East,1931.0,6111.0
2025-04-28,Electronics,Compute,East,1480.0,46441.0
2025-04-28,Electronics,Monitoring,East,509.0,4595.0
2025-04-28,Fashion,Compute,West,270.0,8252.0
2025-04-28,Pharmacy,CDN,Central,602.0,3387.0
2025-04-28,Fashion,Database,West,154.0,7792.0
2025-04-28,Grocery,Storage,East,1715.0,10492.0
2025-04-28,Grocery,Storage,Central,930.0,5204.0
2025-04-29,Home,Database,Central,357.0,16313.0
2025-04-29,Home,Logging,North,1735.0,5608.0
2025-04-29,Fashion,Logging,Central,212.0,631.0
2025-04-29,Beauty,Storage,North,753.0,5033.0
2025-04-29,Pharmacy,Monitoring,South,411.0,3069.0
2025-04-29,Home,Compute,Central,881.0,28161.0
2025-04-29,Electronics,Logging,East,646.0,1945.0
2025-04-29,Sports,Compute,North,378.0,14571.0
2025-04-29,Fashion,AI/ML,Central,117.0,21731.0
2025-04-29,Fashion,Storage,East,1147.0,7514.0
2025-04-29,Electronics,Storage,North,2701.0,17276.0
2025-04-29,Home,Compute,East,497.0,14851.0
2025-04-29,Beauty,Database,East,275.0,16276.0
2025-04-30,Home,Database,West,162.0,6739.0
2025-04-30,Electronics,Compute,East,192.0,6987.0
2025-04-30,Toys,Network,East,1717.0,6363.0
2025-04-30,Grocery,Storage,North,1765.0,13227.0
2025-04-30,Electronics,Database,West,497.0,23381.0
2025-04-30,Pharmacy,Storage,West,907.0,4303.0
2025-04-30,Home,Storage,South,599.0,3224.0
2025-04-30,Home,Storage,North,303.0,1781.0
2025-04-30,Fashion,Compute,East,237.0,7940.0
2025-04-30,Grocery,AI/ML,East,163.0,29345.0
