Date,Retail_Department,Service_Type,Region,Usage_Units,Cost_INR
2025-01-10,Fashion,Database,North,819.0,38443.82
2025-01-10,Fashion,Compute,East,555.0,21063.1
2025-01-10,Toys,AI/ML,West,537.0,122680.27
2025-01-10,Grocery,Storage,Central,411.0,2570.47
2025-01-10,Beauty,Network,West,351.0,1504.12
2025-01-10,Pharmacy,AI/ML,East,951.0,223087.92
2025-01-10,Pharmacy,Logging,West,726.0,1756.1
2025-01-10,Home,Logging,North,1981.0,5583.65
2025-01-10,Fashion,Storage,West,929.0,5251.1
2025-01-10,Beauty,Logging,Central,222.0,617.95
2025-01-10,Pharmacy,Logging,West,681.0,2305.23
2025-01-10,Electronics,Logging,East,926.0,2611.99
2025-01-10,Grocery,Compute,North,1322.0,43501.51
2025-01-10,Electronics,Compute,North,1154.0,31759.22
2025-01-10,Sports,Database,North,438.0,21808.66
2025-01-10,Beauty,Storage,Central,874.0,5548.87
2025-01-10,Sports,Monitoring,East,1400.0,10084.52
2025-01-10,Toys,Database,West,325.0,16019.74
2025-01-10,Electronics,CDN,North,683.0,3461.93
2025-01-10,Grocery,Network,Central,300.0,1367.66
2025-01-10,Beauty,Monitoring,East,314.0,2470.41
2025-01-10,Toys,CDN,South,854.0,4258.05
2025-01-10,Pharmacy,Logging,East,526.0,1561.19
2025-01-10,Pharmacy,CDN,Central,324.0,1558.39
2025-01-10,Home,Monitoring,North,534.0,3725.55
2025-01-10,Electronics,Storage,East,1818.0,11269.57
2025-01-10,Toys,AI/ML,Central,489.0,102916.17
2025-01-10,Toys,Compute,East,307.0,11289.49
2025-01-10,Sports,Compute,West,672.0,25451.96
2025-01-10,Grocery,AI/ML,North,1556.0,318209.69
2025-01-10,Home,CDN,North,563.0,2602.24
2025-01-10,Electronics,AI/ML,East,178.0,42575.66
2025-01-10,Electronics,Logging,West,698.0,2085.66
2025-01-10,Pharmacy,Database,Central,668.0,37599.2
2025-01-10,Sports,Compute,Central,486.0,17425.76
2025-01-10,Toys,Database,East,1909.0,113012.71
2025-01-10,Grocery,Monitoring,West,824.0,7050.87
2025-01-10,Grocery,CDN,South,4156.0,22103.31
2025-01-10,Pharmacy,AI/ML,South,666.0,147088.8
2025-01-10,Grocery,Storage,West,595.0,3610.06
2025-01-10,Grocery,Network,South,1339.0,5699.9
2025-01-10,Home,Network,East,733.0,2973.41
2025-01-10,Beauty,AI/ML,South,846.0,195936.26
2025-01-10,Sports,AI/ML,Central,721.0,139024.71
2025-01-10,Grocery,Network,East,229.0,952.95
2025-01-11,Home,CDN,South,586.0,2846.74
2025-01-11,Fashion,Network,Central,1197.0,5375.48
2025-01-11,Toys,Compute,East,630.0,20520.89
2025-01-11,Grocery,Storage,North,214.0,1130.27
2025-01-11,Toys,Storage,North,695.0,4860.04
2025-01-11,Electronics,AI/ML,West,411.0,88142.53
2025-01-11,Sports,Compute,Central,1185.0,42732.32
2025-01-11,Grocery,Compute,Central,706.0,22159.09
2025-01-11,Fashion,Logging,South,335.0,1014.81
2025-01-11,Toys,Database,North,879.0,49914.04
2025-01-11,Pharmacy,Logging,West,242.0,625.04
2025-01-11,Sports,Logging,Central,649.0,1960.94
2025-01-11,Beauty,Database,West,641.0,38451.46
2025-01-11,Electronics,AI/ML,East,192.0,36044.86
2025-01-11,Fashion,Monitoring,East,311.0,2328.12
2025-01-11,Home,Logging,North,2639.0,8365.95
2025-01-11,Electronics,Storage,North,1435.0,7992.48
2025-01-11,Pharmacy,Monitoring,South,412.0,2962.28
2025-01-11,Grocery,Monitoring,West,177.0,1359.98
2025-01-11,Electronics,Compute,East,1539.0,62425.41
2025-01-11,Pharmacy,CDN,South,754.0,3914.37
2025-01-11,Sports,Logging,North,394.0,1137.4
2025-01-11,Grocery,CDN,South,1017.0,5549.17
2025-01-11,Home,CDN,East,511.0,2691.79
2025-01-11,Grocery,CDN,North,465.0,2306.76
2025-01-11,Grocery,CDN,North,650.0,3404.53
2025-01-11,Home,CDN,North,635.0,3230.41
2025-01-11,Beauty,AI/ML,East,890.0,181577.27
2025-01-11,Sports,CDN,Central,383.0,2085.25
2025-01-11,Sports,CDN,West,500.0,2488.41
2025-01-11,Grocery,Compute,West,610.0,18028.58
2025-01-11,Toys,Logging,East,1782.0,5554.3
2025-01-11,Grocery,Logging,North,581.0,1709.55
2025-01-11,Electronics,Database,South,579.0,34537.12
2025-01-11,Toys,CDN,Central,465.0,2292.2
2025-01-11,Home,CDN,Central,528.0,2537.5
2025-01-11,Sports,Storage,North,438.0,2817.32
2025-01-11,Toys,Compute,South,450.0,16868.7
2025-01-11,Toys,CDN,South,188.0,833.17
2025-01-11,Beauty,Logging,East,818.0,2394.86
2025-01-11,Grocery,Storage,East,334.0,2040.47
2025-01-11,Electronics,CDN,East,1391.0,6416.7
2025-01-11,Fashion,Monitoring,East,720.0,5110.69
2025-01-11,Grocery,Logging,West,273.0,872.01
2025-01-11,Pharmacy,Storage,Central,1081.0,6313.29
2025-01-11,Beauty,CDN,Central,308.0,1631.82
2025-01-11,Beauty,Network,North,842.0,3596.52
2025-01-11,Fashion,Monitoring,West,312.0,2248.58
2025-01-11,Sports,Storage,West,870.0,5049.07
2025-01-11,Home,Database,North,307.0,15350.0
2025-01-11,Electronics,Monitoring,North,1170.0,8272.32
2025-01-11,Sports,Logging,South,688.0,2376.19
2025-01-11,Fashion,Logging,South,1238.0,3606.77
2025-01-11,Beauty,Monitoring,South,1394.0,11299.25
2025-01-11,Home,Logging,South,277.0,753.79
2025-01-11,Sports,Storage,Central,759.0,4647.99
2025-01-11,Fashion,AI/ML,West,938.0,200094.81
2025-01-11,Electronics,AI/ML,South,1398.0,254467.75
2025-01-11,Home,Compute,Central,756.0,23002.97
2025-01-11,Sports,Storage,North,228.0,1441.79
2025-01-11,Sports,AI/ML,West,1002.0,221378.06
2025-01-11,Beauty,Logging,Central,419.0,1222.5
2025-01-11,Fashion,CDN,East,556.0,2911.83
2025-01-11,Pharmacy,Monitoring,South,605.0,4713.34
2025-01-11,Pharmacy,CDN,South,384.0,1728.38
2025-01-11,Pharmacy,Database,North,1377.0,74289.07
2025-01-11,Grocery,Monitoring,North,396.0,3150.59
2025-01-11,Electronics,Compute,Central,1154.0,34824.3
2025-01-11,Home,AI/ML,East,710.0,149097.08
2025-01-11,Electronics,Network,Central,754.0,3127.67
2025-01-11,Sports,Logging,West,358.0,983.91
2025-01-11,Sports,CDN,North,1183.0,6453.67
2025-01-11,Beauty,Database,North,232.0,14151.18
2025-01-11,Grocery,Compute,East,258.0,8074.01
2025-01-11,Toys,CDN,South,239.0,1110.54
2025-01-11,Sports,Database,South,1180.0,68665.85
2025-01-11,Electronics,Monitoring,South,1096.0,9633.99
2025-01-11,Fashion,Compute,West,481.0,15063.13
2025-01-11,Grocery,CDN,South,3225.0,16714.8
2025-01-11,Toys,Monitoring,East,1042.0,7519.4
2025-01-11,Electronics,CDN,Central,523.0,2737.4
2025-01-11,Pharmacy,Monitoring,North,575.0,3833.42
2025-01-11,Home,Compute,Central,881.0,29292.94
2025-01-11,Fashion,Monitoring,South,548.0,4673.11
2025-01-11,Sports,CDN,North,1067.0,5633.96
2025-01-11,Toys,Network,South,1074.0,4700.11
2025-01-11,Toys,AI/ML,North,1271.0,264416.91
2025-01-11,Pharmacy,CDN,East,374.0,1902.47
2025-01-11,Home,Monitoring,West,1054.0,8344.9
2025-01-11,Pharmacy,Compute,Central,255.0,8996.17
2025-01-11,Grocery,Compute,Central,1176.0,31576.88
2025-01-11,Sports,Monitoring,South,665.0,4984.98
2025-01-11,Pharmacy,Storage,East,727.0,3987.2
2025-01-11,Beauty,Storage,West,449.0,2863.2
2025-01-11,Sports,Compute,Central,515.0,17807.12
2025-01-11,Grocery,Monitoring,West,647.0,6065.58
2025-01-11,Electronics,Storage,North,894.0,6214.85
2025-01-11,Home,Storage,North,2116.0,12073.86
2025-01-11,Electronics,Compute,East,374.0,10791.32
2025-01-11,Home,CDN,North,2487.0,13461.32
2025-01-11,Pharmacy,Logging,North,1130.0,3295.83
2025-01-11,Pharmacy,Database,North,712.0,37176.64
2025-01-11,Pharmacy,CDN,Central,1536.0,8346.47
2025-01-11,Fashion,Storage,East,436.0,2465.25
2025-01-11,Sports,CDN,South,340.0,1830.44
2025-01-11,Pharmacy,CDN,North,796.0,3957.17
2025-01-11,Pharmacy,Logging,South,469.0,1538.95
2025-01-11,Fashion,Logging,North,913.0,2905.9
2025-01-11,Beauty,CDN,South,888.0,3975.29
2025-01-11,Beauty,CDN,South,631.0,2809.32
2025-01-11,Beauty,Compute,North,726.0,23504.26
2025-01-11,Pharmacy,Storage,North,1420.0,8566.95
2025-01-11,Toys,Database,South,673.0,35498.51
2025-01-11,Sports,Database,North,503.0,28340.56
2025-01-11,Fashion,Logging,South,499.0,1395.36
2025-01-11,Grocery,AI/ML,Central,361.0,79324.77
2025-01-11,Fashion,Monitoring,East,945.0,8482.42
2025-01-11,Toys,Database,North,1345.0,81114.72
2025-01-11,Electronics,Monitoring,Central,1310.0,10848.53
2025-01-11,Fashion,Compute,West,1949.0,59567.04
2025-01-11,Fashion,Database,Central,733.0,38993.45
2025-01-11,Pharmacy,Network,East,602.0,2353.94
2025-01-11,Home,Monitoring,South,465.0,3928.66
2025-01-11,Home,Database,Central,1046.0,55596.47
2025-01-12,Home,Compute,North,417.0,14565.15
2025-01-12,Fashion,Logging,East,370.0,1074.39
2025-01-12,Pharmacy,Monitoring,East,604.0,5102.72
2025-01-12,Electronics,Logging,Central,1297.0,3771.43
2025-01-12,Sports,Database,North,300.0,16978.5
2025-01-12,Pharmacy,Compute,Central,1132.0,31932.58
2025-01-12,Electronics,Compute,Central,375.0,12244.54
2025-01-12,Grocery,Logging,North,693.0,1981.74
2025-01-12,Grocery,CDN,East,1243.0,6222.8
2025-01-12,Home,Network,North,1009.0,3944.9
2025-01-12,Fashion,Database,North,1587.0,90197.91
2025-01-12,Fashion,Storage,West,887.0,4659.86
2025-01-12,Electronics,Compute,South,456.0,16263.35
2025-01-12,Sports,Storage,West,887.0,5049.43
2025-01-12,Toys,AI/ML,East,1111.0,220833.32
2025-01-12,Fashion,Network,South,659.0,2757.24
2025-01-12,Beauty,Monitoring,North,142.0,1257.25
2025-01-12,Home,Monitoring,North,498.0,3877.35
2025-01-12,Electronics,Database,North,199.0,12409.68
2025-01-12,Beauty,Monitoring,South,574.0,4779.0
2025-01-12,Fashion,Database,East,1217.0,71682.08
2025-01-12,Pharmacy,Monitoring,North,460.0,3582.31
2025-01-12,Pharmacy,Storage,East,472.0,2757.67
2025-01-12,Pharmacy,AI/ML,Central,1785.0,410002.24
2025-01-12,Beauty,Database,North,591.0,33739.23
2025-01-12,Beauty,Database,East,1135.0,66230.31
2025-01-12,Pharmacy,Monitoring,Central,1283.0,11203.35
2025-01-12,Sports,AI/ML,South,274.0,63200.3
2025-01-12,Home,AI/ML,East,1298.0,231908.0
2025-01-12,Grocery,AI/ML,Central,515.0,106867.38
2025-01-12,Fashion,Logging,East,571.0,1588.18
2025-01-12,Electronics,CDN,South,2484.0,12326.04
2025-01-12,Sports,Storage,North,1243.0,7292.99
2025-01-12,Grocery,Storage,Central,711.0,3865.09
2025-01-12,Grocery,AI/ML,South,263.0,51761.14
2025-01-12,Pharmacy,Database,Central,738.0,41253.63
2025-01-12,Toys,Storage,Central,964.0,6425.1
2025-01-12,Sports,Compute,West,780.0,24266.92
2025-01-12,Pharmacy,Monitoring,Central,613.0,5247.18
2025-01-12,Electronics,Network,West,650.0,2714.4
2025-01-12,Fashion,CDN,North,604.0,3456.08
2025-01-12,Electronics,Compute,East,250.0,8691.14
2025-01-12,Electronics,Storage,South,839.0,5283.86
2025-01-12,Home,Compute,East,773.0,26470.35
2025-01-12,Fashion,Logging,West,370.0,1188.6
2025-01-12,Sports,Network,West,278.0,998.2
2025-01-12,Pharmacy,CDN,South,403.0,2029.98
2025-01-12,Fashion,Monitoring,South,289.0,2253.2
2025-01-12,Home,Monitoring,Central,1099.0,9405.88
2025-01-12,Toys,Compute,East,1153.0,34707.34
2025-01-12,Electronics,AI/ML,North,295.0,64052.3
2025-01-12,Toys,Storage,East,1453.0,8525.19
2025-01-12,Electronics,Database,West,562.0,30959.31
2025-01-12,Beauty,Logging,South,1700.0,4383.53
2025-01-12,Home,AI/ML,West,3054.0,618357.01
2025-01-12,Beauty,Compute,South,721.0,22756.09
2025-01-12,Toys,CDN,West,865.0,4028.59
2025-01-12,Home,Monitoring,North,452.0,4069.66
2025-01-12,Electronics,Monitoring,West,635.0,4214.57
2025-01-12,Beauty,Database,North,1429.0,85247.43
2025-01-12,Grocery,Network,West,1150.0,4610.84
2025-01-12,Toys,Compute,East,1281.0,45233.61
2025-01-12,Grocery,AI/ML,North,860.0,188833.22
2025-01-12,Toys,Network,West,1339.0,5288.13
2025-01-12,Home,Network,Central,563.0,2036.73
2025-01-12,Pharmacy,Storage,North,343.0,2130.73
2025-01-12,Fashion,Network,North,162.0,711.48
2025-01-12,Grocery,Database,Central,738.0,41749.47
2025-01-12,Fashion,Network,South,351.0,1524.34
2025-01-12,Toys,Network,South,270.0,1119.24
2025-01-12,Fashion,CDN,North,1637.0,9743.95
2025-01-12,Fashion,Compute,South,303.0,10177.07
2025-01-12,Fashion,AI/ML,West,513.0,109970.34
2025-01-12,Electronics,Database,North,1753.0,97017.04
2025-01-12,Fashion,Monitoring,West,1142.0,8963.1
2025-01-12,Electronics,Storage,North,1891.0,11833.02
2025-01-12,Grocery,Monitoring,South,442.0,4160.45
2025-01-12,Sports,Monitoring,East,517.0,4437.13
2025-01-12,Pharmacy,Logging,West,496.0,1435.6
2025-01-12,Pharmacy,Database,Central,678.0,36225.74
2025-01-12,Sports,Storage,North,511.0,3017.44
2025-01-12,Pharmacy,AI/ML,East,526.0,108382.63
2025-01-12,Fashion,CDN,Central,923.0,4210.53
2025-01-12,Pharmacy,Database,South,611.0,32773.55
2025-01-12,Electronics,Database,West,374.0,21641.57
2025-01-12,Electronics,Logging,South,853.0,2275.18
2025-01-12,Beauty,Logging,West,647.0,1924.46
2025-01-12,Home,Logging,East,474.0,1328.09
2025-01-12,Toys,Storage,East,352.0,2158.48
2025-01-12,Home,Monitoring,East,800.0,6178.71
2025-01-12,Sports,Monitoring,Central,550.0,4598.56
2025-01-12,Pharmacy,Database,East,790.0,48372.06
2025-01-12,Toys,CDN,South,1557.0,7380.25
2025-01-12,Pharmacy,AI/ML,East,1716.0,361868.25
2025-01-12,Electronics,Compute,Central,316.0,10845.61
2025-01-12,Sports,Monitoring,Central,1503.0,13993.94
2025-01-12,Pharmacy,Database,North,528.0,30723.25
2025-01-12,Beauty,Compute,Central,1102.0,39301.96
2025-01-12,Sports,Storage,East,305.0,1584.36
2025-01-12,Pharmacy,Monitoring,West,253.0,1916.97
2025-01-12,Home,Network,East,247.0,868.89
2025-01-12,Home,Network,East,585.0,2183.59
2025-01-12,Pharmacy,Compute,North,948.0,31333.61
2025-01-12,Home,Database,East,500.0,27957.32
2025-01-12,Sports,AI/ML,West,858.0,181266.14
2025-01-12,Electronics,AI/ML,South,363.0,72438.32
2025-01-12,Pharmacy,Database,North,390.0,20642.36
2025-01-12,Grocery,Network,East,722.0,2945.97
2025-01-12,Home,Monitoring,Central,3583.0,26794.42
2025-01-12,Toys,Database,North,350.0,15043.1
2025-01-12,Toys,AI/ML,West,870.0,183075.47
2025-01-12,Electronics,Monitoring,Central,292.0,2406.98
2025-01-12,Beauty,AI/ML,West,906.0,171563.89
2025-01-12,Fashion,Logging,West,752.0,1821.87
2025-01-12,Fashion,AI/ML,North,248.0,49998.18
2025-01-12,Beauty,Database,East,2199.0,127965.83
2025-01-12,Sports,Monitoring,West,196.0,1680.06
2025-01-12,Beauty,Compute,Central,756.0,27006.95
2025-01-12,Pharmacy,Storage,West,1108.0,5992.9
2025-01-12,Beauty,Storage,North,1022.0,6572.69
2025-01-12,Toys,Storage,South,760.0,4626.4
2025-01-12,Home,AI/ML,North,491.0,112576.11
2025-01-12,Grocery,Database,North,1018.0,51694.33
2025-01-12,Grocery,AI/ML,North,373.0,75754.9
2025-01-12,Sports,CDN,North,1734.0,10907.56
2025-01-12,Home,Monitoring,West,1126.0,9462.41
2025-01-12,Toys,Logging,North,1282.0,3936.98
2025-01-12,Sports,Monitoring,North,958.0,6940.29
2025-01-12,Pharmacy,Compute,Central,622.0,22423.98
2025-01-12,Electronics,AI/ML,West,286.0,54558.58
2025-01-12,Fashion,Logging,North,297.0,830.33
2025-01-12,Electronics,CDN,Central,1190.0,6539.18
2025-01-13,Pharmacy,Network,Central,376.0,1617.43
2025-01-13,Home,Database,West,618.0,31746.74
2025-01-13,Grocery,Storage,South,628.0,3762.39
2025-01-13,Electronics,Network,South,823.0,3410.94
2025-01-13,Pharmacy,Network,Central,394.0,1620.28
2025-01-13,Pharmacy,Storage,East,980.0,5496.92
2025-01-13,Home,CDN,South,467.0,2420.41
2025-01-13,Toys,CDN,North,334.0,1667.66
2025-01-13,Beauty,Database,South,809.0,44210.62
2025-01-13,Home,AI/ML,West,499.0,104217.88
2025-01-13,Electronics,Compute,North,808.0,25271.55
2025-01-13,Electronics,Storage,East,369.0,2158.55
2025-01-13,Pharmacy,Compute,North,1655.0,56003.8
2025-01-13,Pharmacy,CDN,North,931.0,4800.02
2025-01-13,Fashion,AI/ML,South,174.0,38408.65
2025-01-13,Toys,Database,West,445.0,24855.06
2025-01-13,Electronics,Monitoring,Central,1304.0,8486.14
2025-01-13,Sports,Compute,Central,1003.0,33654.89
2025-01-13,Beauty,CDN,East,1034.0,5242.74
2025-01-13,Pharmacy,Logging,West,724.0,2235.17
2025-01-13,Grocery,Network,North,1388.0,5996.09
2025-01-13,Toys,Logging,West,339.0,948.94
2025-01-13,Home,AI/ML,West,845.0,180390.72
2025-01-13,Pharmacy,Database,South,2078.0,113609.46
2025-01-13,Electronics,Compute,North,2711.0,99797.62
2025-01-13,Sports,Logging,North,845.0,2373.17
2025-01-13,Sports,Network,South,552.0,2191.21
2025-01-13,Beauty,AI/ML,North,369.0,72664.15
2025-01-13,Home,Storage,South,804.0,5129.67
2025-01-13,Beauty,Database,East,1053.0,56701.0
2025-01-13,Toys,Monitoring,South,760.0,6384.84
2025-01-13,Pharmacy,Network,Central,636.0,2515.45
2025-01-13,Home,Storage,North,2082.0,12625.18
2025-01-13,Beauty,Compute,South,95.0,2973.34
2025-01-13,Toys,Storage,North,1013.0,6039.0
2025-01-13,Beauty,Storage,Central,1201.0,6257.2
2025-01-13,Home,Network,West,2225.0,9741.2
2025-01-13,Grocery,Network,North,329.0,1427.58
2025-01-13,Pharmacy,Compute,West,841.0,25158.9
2025-01-13,Home,Storage,South,530.0,2758.93
2025-01-13,Toys,CDN,West,913.0,4166.5
2025-01-13,Grocery,Storage,South,643.0,4161.45
2025-01-13,Electronics,Network,West,1262.0,4780.43
2025-01-13,Home,Storage,Central,351.0,2088.15
2025-01-13,Electronics,Monitoring,Central,1336.0,11368.74
2025-01-13,Electronics,Database,Central,1542.0,85469.47
2025-01-13,Electronics,Storage,West,1514.0,9361.58
2025-01-13,Toys,Monitoring,East,258.0,2290.73
2025-01-13,Home,Network,South,664.0,2758.3
2025-01-13,Sports,Database,South,910.0,50229.38
2025-01-13,Sports,Network,South,328.0,1247.19
2025-01-13,Sports,AI/ML,West,686.0,133851.99
2025-01-13,Beauty,CDN,South,4423.0,24279.67
2025-01-13,Pharmacy,Logging,Central,2077.0,6506.94
2025-01-13,Grocery,Monitoring,South,3499.0,28501.25
2025-01-13,Grocery,Monitoring,Central,462.0,4037.63
2025-01-13,Pharmacy,Network,South,720.0,3187.04
2025-01-13,Pharmacy,Database,East,1043.0,60484.28
2025-01-13,Sports,Network,North,408.0,1668.72
2025-01-13,Toys,Storage,East,317.0,1916.37
2025-01-13,Pharmacy,Storage,West,910.0,5687.78
2025-01-13,Pharmacy,Compute,East,576.0,19974.62
2025-01-13,Electronics,AI/ML,West,506.0,99979.63
2025-01-13,Fashion,Monitoring,East,650.0,5172.33
2025-01-13,Home,AI/ML,East,385.0,79934.81
2025-01-13,Sports,Monitoring,North,913.0,8077.76
2025-01-13,Beauty,Logging,North,553.0,1689.1
2025-01-13,Toys,Monitoring,North,796.0,6236.98
2025-01-13,Sports,AI/ML,North,308.0,63229.22
2025-01-13,Electronics,Network,North,872.0,3203.78
2025-01-13,Grocery,Monitoring,North,464.0,3862.94
2025-01-13,Beauty,Database,North,894.0,45838.87
2025-01-13,Beauty,Compute,South,669.0,20959.89
2025-01-13,Electronics,Compute,South,838.0,25401.79
2025-01-13,Fashion,Network,North,375.0,1466.42
2025-01-13,Electronics,Logging,Central,959.0,3375.41
2025-01-13,Electronics,Logging,East,239.0,744.74
2025-01-13,Fashion,Logging,North,1174.0,3734.4
2025-01-13,Sports,Storage,North,735.0,4647.68
2025-01-13,Beauty,Logging,East,611.0,1846.66
2025-01-13,Toys,Network,West,436.0,1668.63
2025-01-13,Sports,CDN,Central,279.0,1530.04
2025-01-13,Fashion,Network,Central,585.0,2240.88
2025-01-13,Sports,Storage,West,920.0,5674.6
2025-01-13,Grocery,Monitoring,West,205.0,1645.14
2025-01-13,Electronics,Monitoring,West,1214.0,9338.17
2025-01-13,Electronics,Network,South,553.0,2037.64
2025-01-13,Beauty,Compute,North,408.0,13881.44
2025-01-13,Home,Monitoring,West,692.0,5623.74
2025-01-13,Toys,Storage,East,810.0,4478.97
2025-01-13,Electronics,Network,North,964.0,3919.25
2025-01-13,Home,Network,Central,863.0,3257.84
2025-01-13,Home,Database,East,2419.0,130117.31
2025-01-13,Electronics,Database,East,277.0,15222.34
2025-01-13,Electronics,Database,East,152.0,8439.44
2025-01-13,Beauty,Logging,North,374.0,1113.0
2025-01-13,Grocery,CDN,North,120.0,618.23
2025-01-13,Pharmacy,AI/ML,Central,372.0,66417.08
2025-01-13,Fashion,Storage,North,891.0,5985.27
2025-01-13,Home,CDN,East,641.0,3044.96
2025-01-13,Toys,Storage,North,466.0,2596.49
2025-01-13,Toys,Compute,Central,625.0,19857.47
2025-01-13,Electronics,Logging,Central,670.0,1956.99
2025-01-13,Home,CDN,West,1948.0,10219.26
2025-01-13,Grocery,AI/ML,West,724.0,157584.2
2025-01-13,Fashion,Database,East,791.0,44272.03
2025-01-13,Electronics,Monitoring,Central,1160.0,7301.15
2025-01-13,Toys,Monitoring,South,467.0,3885.68
2025-01-13,Grocery,Storage,North,1236.0,7166.72
2025-01-13,Home,Storage,North,1409.0,9646.73
2025-01-13,Grocery,CDN,North,530.0,2648.41
2025-01-13,Toys,Storage,Central,279.0,1792.3
2025-01-13,Fashion,Monitoring,Central,383.0,3025.21
2025-01-13,Toys,Storage,East,571.0,3471.47
2025-01-13,Fashion,Storage,North,763.0,4199.06
2025-01-13,Fashion,Monitoring,East,503.0,4229.58
2025-01-13,Fashion,Database,South,453.0,25514.88
2025-01-13,Pharmacy,Logging,South,457.0,1301.97
2025-01-13,Toys,CDN,West,334.0,1511.62
2025-01-13,Home,Logging,West,959.0,2746.43
2025-01-13,Home,Network,West,118.0,471.34
2025-01-13,Toys,Compute,East,308.0,10491.33
2025-01-13,Grocery,Database,Central,400.0,23491.5
2025-01-13,Electronics,Network,East,618.0,2164.88
2025-01-13,Pharmacy,Network,East,834.0,3323.54
2025-01-13,Sports,AI/ML,East,973.0,212354.68
2025-01-13,Electronics,Network,West,828.0,3393.02
2025-01-13,Electronics,CDN,West,1175.0,5390.2
2025-01-13,Toys,Network,East,233.0,895.41
2025-01-13,Sports,Compute,North,538.0,15741.2
2025-01-13,Home,CDN,South,2254.0,10931.21
2025-01-13,Fashion,AI/ML,West,1668.0,378810.03
2025-01-13,Sports,Compute,North,362.0,12566.5
2025-01-13,Toys,CDN,Central,480.0,2569.37
2025-01-13,Pharmacy,Database,Central,342.0,19016.69
2025-01-13,Fashion,Logging,Central,497.0,1487.53
2025-01-13,Electronics,Storage,West,964.0,5956.98
2025-01-13,Fashion,Storage,Central,503.0,2454.3
2025-01-13,Sports,CDN,Central,1329.0,6560.61
2025-01-13,Electronics,Compute,Central,576.0,18295.71
2025-01-13,Electronics,Network,Central,780.0,2905.25
2025-01-13,Toys,Monitoring,North,488.0,3761.53
2025-01-13,Grocery,Network,East,536.0,2437.53
2025-01-13,Beauty,Database,South,398.0,20749.04
2025-01-13,Electronics,Monitoring,Central,1654.0,13553.92
2025-01-13,Beauty,Database,South,538.0,26691.16
2025-01-13,Sports,Monitoring,East,3423.0,28045.26
2025-01-13,Home,Database,Central,515.0,28582.93
2025-01-13,Beauty,Database,North,1196.0,65301.82
2025-01-13,Beauty,Storage,East,802.0,4654.55
2025-01-14,Grocery,CDN,West,813.0,4528.94
2025-01-14,Fashion,Logging,Central,474.0,1305.32
2025-01-14,Pharmacy,Network,West,916.0,3820.07
2025-01-14,Toys,Logging,South,1637.0,4861.79
2025-01-14,Electronics,Logging,North,524.0,1751.1
2025-01-14,Electronics,Network,North,1807.0,7919.94
2025-01-14,Pharmacy,AI/ML,North,241.0,52494.24
2025-01-14,Sports,Storage,South,1131.0,6668.57
2025-01-14,Beauty,Storage,East,4487.0,26734.37
2025-01-14,Grocery,AI/ML,South,1478.0,346396.63
2025-01-14,Home,AI/ML,North,353.0,76412.32
2025-01-14,Home,Network,Central,233.0,950.43
2025-01-14,Pharmacy,CDN,West,830.0,4126.49
2025-01-14,Grocery,Network,North,669.0,2751.78
2025-01-14,Toys,Storage,North,734.0,4452.47
2025-01-14,Pharmacy,Network,North,945.0,3806.03
2025-01-14,Sports,Compute,South,458.0,13794.96
2025-01-14,Fashion,Logging,East,570.0,1687.05
2025-01-14,Electronics,CDN,North,696.0,3444.21
2025-01-14,Pharmacy,CDN,Central,937.0,4958.42
2025-01-14,Sports,Database,East,301.0,18070.58
2025-01-14,Beauty,Logging,South,2796.0,8181.42
2025-01-14,Grocery,Compute,Central,680.0,23421.07
2025-01-14,Electronics,Network,East,497.0,2285.99
2025-01-14,Fashion,Network,West,493.0,1665.15
2025-01-14,Sports,Network,East,2047.0,8480.31
2025-01-14,Sports,AI/ML,East,272.0,64778.57
2025-01-14,Beauty,Monitoring,South,1156.0,8996.74
2025-01-14,Fashion,Compute,South,2087.0,72368.06
2025-01-14,Sports,Monitoring,West,1200.0,9796.45
2025-01-14,Grocery,Network,West,971.0,3750.23
2025-01-14,Grocery,Compute,West,714.0,23631.26
2025-01-14,Grocery,CDN,South,283.0,1305.31
2025-01-14,Sports,Compute,Central,540.0,18470.18
2025-01-14,Fashion,Storage,West,382.0,2687.56
2025-01-14,Toys,CDN,South,419.0,2206.76
2025-01-14,Sports,AI/ML,West,233.0,52052.68
2025-01-14,Electronics,Monitoring,South,739.0,6646.17
2025-01-14,Home,CDN,North,767.0,3135.38
2025-01-14,Electronics,Network,North,1019.0,4172.44
2025-01-14,Beauty,Compute,North,146.0,4515.12
2025-01-14,Pharmacy,Storage,East,905.0,5871.04
2025-01-14,Home,Database,South,319.0,17595.33
2025-01-14,Electronics,Compute,West,482.0,13561.3
2025-01-14,Pharmacy,Storage,West,407.0,2254.51
2025-01-14,Electronics,Network,West,776.0,3587.21
2025-01-14,Home,Storage,South,601.0,3698.6
2025-01-14,Beauty,Network,North,825.0,3257.85
2025-01-14,Home,Compute,North,685.0,22124.51
2025-01-14,Electronics,Logging,South,308.0,983.68
2025-01-14,Toys,Logging,West,2277.0,5883.93
2025-01-14,Grocery,Network,West,901.0,3749.07
2025-01-14,Home,CDN,South,384.0,1913.07
2025-01-14,Fashion,Network,North,303.0,1094.33
2025-01-14,Beauty,AI/ML,West,1103.0,249187.64
2025-01-14,Pharmacy,Database,North,1109.0,63078.42
2025-01-14,Pharmacy,Logging,North,293.0,851.4
